boundary_id,hunt_number,hunt_name,species,gender,weapon,hunt_type,years,season_date_text,quota_total,quota_resident,quota_nonresident,source
685,CG9999,Cougar - Statewide,Cougar,Either Sex,Any Legal Weapon,Statewide,2023,  ,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,DB1110,"Beaver, East",Deer,Buck,Muzzleloader,Limited Entry,2026,Oct 28 2026 - Nov 05 2026,11,10,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,DB1611,"Beaver, East",Deer,Buck,Archery,General Season,2026,Aug 15 2026 - Sept 11 2026,440,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,DB1612,"Beaver, East",Deer,Buck,Muzzleloader,General Season,2026,Sept 23 2026 - Oct 01 2026,440,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,DB1613,"Beaver, East",Deer,Buck,Any Legal Weapon (Late),General Season,2026,Oct 17 2026 - Oct 25 2026,1320,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,DB1802,"Beaver, East",Deer,Buck,Dedicated Hunter,General Season,2026,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,61,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,EA1222,"Beaver, East",Elk,Antlerless,Any Legal Weapon,General Season,2025,Nov 22 2025 - Dec 12 2025,30,27,3,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,EA1223,"Beaver, East",Elk,Antlerless,Any Legal Weapon,General Season,2025,Dec 13 2025 - Dec 27 2025,30,27,3,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,EA2021,"Beaver, East",Elk,Antlerless,Any Legal Weapon,Private Lands Only,2025,Aug 01 2025 - Jan 31 2026,30,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,EB1000,Elk - Statewide Permit,Elk,Bull,Any Legal Weapon,Statewide,2026,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,EB1003,Spike Only Units,Elk,Bull,Any Legal Weapon,General Season - Spike Bull,2025,Oct 04 2025 - Oct 16 2025,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,EB1004,Spike Only Units,Elk,Bull,Muzzleloader,General Season - Spike Bull,2025,Oct 29 2025 - Nov 06 2025,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,EB1005,Archery Hunters Choice Elk,Elk,Bull,Archery,General Season - Archery,2025,"Any bull units: Aug 16 2025 - Sept 17 2025 | Spike only units: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery) ",,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,EB1009,Spike Only Elk Units - Multiseason,Elk,Bull,Multiseason,General Season - Spike Bull,2025,"Spike Archery: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery) Any Bull Archery: Aug 16-Sept 17, 2025 |  ALW: Oct 4 - 16, 2025 | Muzz: Oct 29-Nov 6, 2025",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,EB1011,Youth General Season Bull Elk,Elk,Bull,Any Legal Weapon,General Season - Youth,2025,ANY BULL: Arch: 08/16-09/17/2025|ALW: 10/4-10-17/2025|Muzz: 10/29-11/6/2025 SPIKE ONLY: Arch:8/16-09/05/2025|ALW: 10/4-10/16/2025|Muzz: 10/29-11/6/2025 |Uinta Basin Private Land only:08/01-11/15/2025,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,EB3000,"Beaver, East",Elk,Bull,Archery,Limited Entry,2026,Aug 15 2026 - Sept 15 2026,25,22,3,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,EB3024,"Beaver, East",Elk,Bull,Any Legal Weapon,Limited Entry,2026,Sept 16 2026 - Sept 20 2026,10,9,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,EB3025,"Beaver, East",Elk,Bull,Any Legal Weapon,Limited Entry,2026,Nov 07 2026 - Nov 15 2026,17,15,2,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,EB3077,"Beaver, East",Elk,Bull,Muzzleloader,Limited Entry,2026,Sept 21 2026 - Oct 02 2026,15,13,2,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,EB3102,"Beaver, East",Elk,Bull,Multiseason,Limited Entry,2026,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,3,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,EB3158,"Beaver, East",Elk,Bull,Archery,Limited Entry,2026,Nov 28 2026 - Dec 13 2026,20,18,2,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,EB3159,"Beaver, East",Elk,Bull,Any Legal Weapon,Limited Entry,2026,Oct 03 2026 - Oct 15 2026,30,27,3,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,EL3000,"Beaver, East",Elk,Bull,Archery,Limited Entry - Private Land Only,2025,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,EL3024,"Beaver, East",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,2025,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,EL3025,"Beaver, East",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,2025,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,EL3077,"Beaver, East",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,2025,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,EL3158,"Beaver, East",Elk,Bull,Archery,Limited Entry - Private Land Only,2025,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,EL3159,"Beaver, East",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,2025,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,LO1611,"Beaver, East",Deer,Buck,Archery,General Season - Private Land Only,2025,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,LO1612,"Beaver, East",Deer,Buck,Muzzleloader,General Season - Private Land Only,2025,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
685,LO1613,"Beaver, East",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,2025,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
688,DS1000,Desert Bighorn Sheep - Statewide Permit,Desert Bighorn Sheep,Male Only,Any Legal Weapon,Statewide,2026,"Sept 1 - Dec 31, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
688,DS6604,"La Sal, Potash/South Cisco",Desert Bighorn Sheep,Male Only,Any Legal Weapon,Once-in-a-lifetime,2026,Sept 12 2026 - Nov 10 2026,8,8,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
688,PB1000,Pronghorn - Statewide Permit,Pronghorn,Buck,Any Legal Weapon,Statewide,2026,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1 - Nov 15, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
688,PB5009,"La Sal, Potash/South Cisco",Pronghorn,Buck,Archery,Limited Entry,2026,Aug 15 2026 - Sept 11 2026,6,6,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
688,PB5035,"La Sal, Potash/South Cisco",Pronghorn,Buck,Any Legal Weapon,Limited Entry,2026,Sept 12 2026 - Sept 20 2026,24,22,2,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
695,EA1075,Boulder East,Elk,Antlerless,Any Legal Weapon,General Season,2025,Nov 21 2025 - Dec 31 2025,50,45,5,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
697,EA1076,Boulder West,Elk,Antlerless,Any Legal Weapon,General Season,2025,Nov 21 2025 - Dec 31 2025,50,45,5,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
698,EA1079,Fishlake/Thousand Lakes East,Elk,Antlerless,Any Legal Weapon,General Season,2025,Nov 22 2025 - Dec 31 2025,65,58,7,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
698,EA1221,Fishlake/Thousand Lake (Expo),Elk,Antlerless,Any Legal Weapon,General Season,2025,"Oct 4 - Oct 16, 2025",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
699,EA1080,Fishlake/Thousand Lakes West,Elk,Antlerless,Any Legal Weapon,General Season,2025,Nov 22 2025 - Dec 31 2025,60,54,6,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
699,EA1221,Fishlake/Thousand Lake (Expo),Elk,Antlerless,Any Legal Weapon,General Season,2025,"Oct 4 - Oct 16, 2025",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
700,SG1003,West Box Elder County,Greater Sage-Grouse,Either Sex,Any Legal Weapon,,2025,"Sept. 27 - Oct. 19, 2025",281,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
702,SG1000,"Diamond, Blue Mountain",Greater Sage-Grouse,Either Sex,Any Legal Weapon,,2025,"Sept. 27 - Oct. 19, 2025",132,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
703,PD1054,Parker Mtn,Pronghorn,Doe,Archery,General Season,2025,Aug 30 2025 - Sep 12 2025,30,27,3,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
703,PD1055,Parker Mtn,Pronghorn,Doe,Muzzleloader,General Season,2025,Oct 29 2025 - Nov 08 2025,35,31,4,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
703,PD1056,Parker Mtn,Pronghorn,Doe,Any Legal Weapon,General Season,2025,Dec 13 2025 - Dec 21 2025,40,36,4,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
703,SG1001,Parker Mountain,Greater Sage-Grouse,Either Sex,Any Legal Weapon,,2025,"Sept. 27 - Oct. 19, 2025",435,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
704,SC1000,East Box Elder County,Sandhill Crane,Either Sex,Any Legal Weapon,Limited Entry,2025,"Sept. 6 - Nov. 4, 2025",210,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
705,SC1001,Cache County,Sandhill Crane,Either Sex,Any Legal Weapon,Limited Entry,2025,"Sept. 6 - Sept. 15, 2025",125,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
706,SC1002,Rich County,Sandhill Crane,Either Sex,Any Legal Weapon,Limited Entry,2025,"Sept. 6 - Sept. 15, 2025",10,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
708,ST1000,Northeast Box Elder County,Sharp-tailed Grouse,Either Sex,Any Legal Weapon,,2025,"Sept. 27 - Oct. 19, 2025",147,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
709,ST1001,Cache County,Sharp-tailed Grouse,Either Sex,Any Legal Weapon,,2025,"Sept. 27 - Oct. 19, 2025",88,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
710,BR1000,Black Bear - Statewide Permit,Black Bear,Either Sex,Any Legal Weapon,Statewide,2026,Any open season on any open bear unit during the 2026 season. See 2026 Black Bear Guidebook for season dates and take methods.,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
710,BR1001,Black Bear Harvest Objective Units,Black Bear,Either Sex,Any Legal Weapon,Harvest Objective,2026,"Visit wildlife.utah.gov/bearharvest for units & closures.
You are required to complete the annual bear orientation course & carry proof while hunting bear.  Visit wildlife.utah.gov/bear for details.",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
710,BR1007,Black Bear Pursuit - Resident,Black Bear,Either Sex,Pursuit Only,Pursuit,2026,"Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026 ",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
710,BR1010,San Juan,Black Bear,Either Sex,Pursuit Only,Restricted Pursuit - Summer,2026,"July 5 - 16, 2026",15,14,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
710,BR1013,San Juan,Black Bear,Either Sex,Pursuit Only,Restricted Pursuit - Late Summer,2026,"July 18 - July 31, 2026",15,14,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
710,BR1016,San Juan,Black Bear,Either Sex,Pursuit Only,Restricted Pursuit - Spring,2026,"March 28 - May 25, 2026",2,0,2,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
710,BR7014,San Juan,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,2026,"March 28 - May 25, 2026",38,35,3,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
710,BR7116,San Juan,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,2026,"May 25 - June 28, 2026",24,22,2,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
710,BR7217,San Juan,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,2026,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",6,6,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
710,BR7312,San Juan,Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,2026,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",12,11,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
710,EA1081,San Juan,Elk,Antlerless,Any Legal Weapon,General Season,2025,Oct 04 2025 - Oct 16 2025,125,112,13,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
710,EA1082,San Juan,Elk,Antlerless,Any Legal Weapon,General Season,2025,Nov 19 2025 - Dec 31 2025,125,112,13,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
710,EA2010,San Juan,Elk,Antlerless,Any Legal Weapon,Private Lands Only,2025,Aug 01 2025 - Jan 31 2026,50,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
711,CG9999,Cougar - Statewide,Cougar,Either Sex,Any Legal Weapon,Statewide,2023,  ,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
712,DG1000,Northern Goose Area - Dark Goose,"Goose, Dark",Either Sex,Any Legal Weapon,Waterfowl,2025,"Oct 4 - Oct 11, 2025 & Oct 27, 2025 - Jan 31, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
712,LG1005,"Eastern Box Elder, Northern and Wasatch Goose areas - Light Goose","Goose, Light",Either Sex,Any Legal Weapon,Waterfowl,2025,"Oct 15, 2025 - Dec 22, 2025 & Feb 2, 2026 - Mar 10, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
712,WG1001,Northern Goose Zone - White-fronted Geese,"Goose, White-fronted",Either Sex,Any Legal Weapon,Waterfowl,2025,"Oct 4 - Oct 11, 2025 & Oct 27, 2025 - Jan 31, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
713,DG1002,Wasatch Front Goose Area - Dark Goose,"Goose, Dark",Either Sex,Any Legal Weapon,Waterfowl,2025,"Oct 4 - Oct 11, 2025 & Nov 10, 2025 - Feb 15, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
713,LG1005,"Eastern Box Elder, Northern and Wasatch Goose areas - Light Goose","Goose, Light",Either Sex,Any Legal Weapon,Waterfowl,2025,"Oct 15, 2025 - Dec 22, 2025 & Feb 2, 2026 - Mar 10, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
713,WG1003,Wasatch Front Goose Zone - White-fronted Geese,"Goose, White-fronted",Either Sex,Any Legal Weapon,Waterfowl,2025,"Oct 4 - Oct 11, 2025 & Nov 10, 2025 - Feb 15, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
714,DB0007,Buck Deer - Statewide Permit,Deer,Buck,Any Legal Weapon,Statewide,2026,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
714,DB1017,"Book Cliffs, North",Deer,Buck,Any Legal Weapon,Limited Entry,2026,Oct 17 2026 - Oct 25 2026,152,137,15,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
714,DB1056,Book Cliffs (North & South),Deer,Buck,Any Legal Weapon,Conservation,2026,"Oct 17, 2026 - Oct 25, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
714,DB1075,Book Cliffs (North & South),Deer,Buck,Archery,Conservation,2025,Aug 16 2025 - Sept 12 2025,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
714,DB1076,Book Cliffs (North & South),Deer,Buck,Muzzleloader,Conservation,2025,Sept 24 2025 - Oct 02 2025,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
715,PB1000,Pronghorn - Statewide Permit,Pronghorn,Buck,Any Legal Weapon,Statewide,2026,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1 - Nov 15, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
718,PB1000,Pronghorn - Statewide Permit,Pronghorn,Buck,Any Legal Weapon,Statewide,2026,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1 - Nov 15, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
718,PB5041,"Panguitch Lake/Zion, North",Pronghorn,Buck,Any Legal Weapon,Limited Entry,2026,Sept 12 2026 - Sept 20 2026,23,21,2,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
718,PB5054,"Panguitch Lake/Zion, North",Pronghorn,Buck,Archery,Limited Entry,2026,Aug 15 2026 - Sept 11 2026,8,7,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
718,PB5061,"Panguitch Lake/Zion, North",Pronghorn,Buck,Muzzleloader,Limited Entry,2026,Sept 23 2026 - Oct 01 2026,8,7,1,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
719,PB1000,Pronghorn - Statewide Permit,Pronghorn,Buck,Any Legal Weapon,Statewide,2026,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1 - Nov 15, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
721,PB5312,TL Bar Ranch CWMU,Pronghorn,Buck,Any Legal Weapon,CWMU,2026,Contact operator for 2026 season dates,0,1,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
729,CG9999,Cougar - Statewide,Cougar,Either Sex,Any Legal Weapon,Statewide,2023,  ,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
730,CG9999,Cougar - Statewide,Cougar,Either Sex,Any Legal Weapon,Statewide,2023,  ,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
731,DB0008,Extended Archery Deer,Deer,Hunters Choice,Archery,Extended Archery,2026,"Sept 12-Oct 15, 2026 -OR- Sept 12-Nov 30, 2026 | See guidebook for units & dates",2000,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
732,DB1219,Chimney Rock CWMU,Deer,Buck,Any Legal Weapon,CWMU,2026,Contact Operator for 2026 season dates,0,2,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
732,EA1124,Chimney Rock CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,2025,Contact operator for 2025 season dates,,12,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
732,EB3508,Chimney Rock CWMU,Elk,Bull,Any Legal Weapon,CWMU,2026,Contact operator for 2026 season dates,0,2,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
733,DB1229,Dilly Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,2026,Contact Operator for 2026 season dates,0,1,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
734,EA1146,Jump Creek CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,2025,Contact operator for 2025 season dates,,9,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
734,EB3532,Jump Creek CWMU,Elk,Bull,Any Legal Weapon,CWMU,2026,Contact operator for 2026 season dates,0,1,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
735,DB1251,Indian Head CWMU,Deer,Buck,Any Legal Weapon,CWMU,2026,Contact Operator for 2026 season dates,0,2,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
735,EA1142,Indian Head CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,2025,Contact operator for 2025 season dates,,12,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
735,EB3527,Indian Head CWMU,Elk,Bull,Any Legal Weapon,CWMU,2026,Contact operator for 2026 season dates,0,2,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
736,DB1274,Patmos Ridge CWMU,Deer,Buck,Any Legal Weapon,CWMU,2026,Contact Operator for 2026 season dates,0,1,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
736,EB3541,Patmos Ridge CWMU,Elk,Bull,Any Legal Weapon,CWMU,2026,Contact operator for 2026 season dates,0,1,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
740,DB1285,Sand Creek CWMU,Deer,Buck,Any Legal Weapon,CWMU,2026,Contact Operator for 2026 season dates,0,1,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
740,EA1160,Sand Creek CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,2025,Contact operator for 2025 season dates,,5,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
740,EB3547,Sand Creek CWMU,Elk,Bull,Any Legal Weapon,CWMU,2026,Contact operator for 2026 season dates,0,1,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
741,DB1294,Spring Creek Acres CWMU,Deer,Buck,Any Legal Weapon,CWMU,2026,Contact Operator for 2026 season dates,0,1,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
742,EB1003,Spike Only Units,Elk,Bull,Any Legal Weapon,General Season - Spike Bull,2025,Oct 04 2025 - Oct 16 2025,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
742,EB1004,Spike Only Units,Elk,Bull,Muzzleloader,General Season - Spike Bull,2025,Oct 29 2025 - Nov 06 2025,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
742,EB1005,Archery Hunters Choice Elk,Elk,Bull,Archery,General Season - Archery,2025,"Any bull units: Aug 16 2025 - Sept 17 2025 | Spike only units: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery) ",,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
742,EB1009,Spike Only Elk Units - Multiseason,Elk,Bull,Multiseason,General Season - Spike Bull,2025,"Spike Archery: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery) Any Bull Archery: Aug 16-Sept 17, 2025 |  ALW: Oct 4 - 16, 2025 | Muzz: Oct 29-Nov 6, 2025",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
742,EB1011,Youth General Season Bull Elk,Elk,Bull,Any Legal Weapon,General Season - Youth,2025,ANY BULL: Arch: 08/16-09/17/2025|ALW: 10/4-10-17/2025|Muzz: 10/29-11/6/2025 SPIKE ONLY: Arch:8/16-09/05/2025|ALW: 10/4-10/16/2025|Muzz: 10/29-11/6/2025 |Uinta Basin Private Land only:08/01-11/15/2025,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
743,MB1000,Moose - Statewide Permit,Moose,Bull,Any Legal Weapon,Statewide,2026,"Sept 1 - Nov 15, 2026",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
743,MB6011,Wasatch Mtns/Central Mtns,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,2026,Sept 12 2026 - Oct 31 2026,22,19,3,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
744,BR1000,Black Bear - Statewide Permit,Black Bear,Either Sex,Any Legal Weapon,Statewide,2026,Any open season on any open bear unit during the 2026 season. See 2026 Black Bear Guidebook for season dates and take methods.,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
744,BR1001,Black Bear Harvest Objective Units,Black Bear,Either Sex,Any Legal Weapon,Harvest Objective,2026,"Visit wildlife.utah.gov/bearharvest for units & closures.
You are required to complete the annual bear orientation course & carry proof while hunting bear.  Visit wildlife.utah.gov/bear for details.",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
744,BR1007,Black Bear Pursuit - Resident,Black Bear,Either Sex,Pursuit Only,Pursuit,2026,"Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026 ",0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
744,BR1018,Black Bear Pursuit - Nonresident,Black Bear,Either Sex,Pursuit Only,Pursuit,2025,"Spring: Mar 29-May 26, 2025 | Summer: July 5 - Aug 3, 2025 | Fall: Nov 3-9, 2025",,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
744,BR7004,"Manti, South/San Rafael, North",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,2026,"March 28 - May 25, 2026",20,18,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
744,BR7105,"Manti, South/San Rafael, North",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,2026,"May 25 - June 28, 2026",20,18,2,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
744,BR7204,"Manti, South/San Rafael, North",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,2026,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",20,18,2,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
744,BR7304,"Manti, South/San Rafael, North",Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,2026,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",20,18,2,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
751,EB1003,Spike Only Units,Elk,Bull,Any Legal Weapon,General Season - Spike Bull,2025,Oct 04 2025 - Oct 16 2025,,,,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
751,EB1004,Spike Only Units,Elk,Bull,Muzzleloader,General Season - Spike Bull,2025,Oct 29 2025 - Nov 06 2025,0,0,0,dwrapps.utah.gov/huntboundary/BoundaryToHuntNumbers
